age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,contact_month,contact_year,id_,income,kidhome,teenhome,dt_customer,numwebvisitsmonth,age_group
30,services,divorced,high_school,no,yes,no,telephone,56,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2019,1b19175e-1e9a-49f8-88d1-141f75b197c5,165656,1,1,2012-06-09,30,18-30
56,blue-collar,married,high_school,unknown,yes,no,telephone,79,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2018,84789802-1314-4e6e-8e1a-84c9efad7f21,39824,1,0,2012-08-02,4,46-60
41,management,married,unknown,no,yes,no,telephone,30,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2017,db4294d3-c1e8-45b1-866e-5543c60794a8,51753,2,2,2012-12-19,28,31-45
32,blue-collar,married,high_school,unknown,no,no,telephone,182,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,8,2016,be54c6d1-69ec-4ff4-82de-7a896e83cf79,126431,1,0,2012-09-12,27,31-45
35,administrative,single,university_degree,no,yes,no,telephone,358,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,5,2016,5316a0cc-8aa7-4315-be6f-eeee470c1102,67954,1,0,2012-11-27,31,31-45
42,retired,married,basic_9y,unknown,no,no,telephone,42,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,8,2016,680fabc0-feb2-44a8-a89e-14ffa5032e4c,114651,0,1,2012-07-02,7,31-45
28,administrative,single,university_degree,no,no,no,telephone,227,1,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,9,2015,0d164031-63e2-4f08-b7ec-3e307697a8b2,174719,2,1,2012-03-26,27,18-30
52,unknown,married,basic_4y,no,yes,no,telephone,29,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2017,69212ead-345f-4a62-9303-b6135e00a121,169974,0,2,2012-02-19,3,46-60
38,administrative,married,university_degree,no,no,no,telephone,52,13,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,3,2017,c259dbf7-9948-43db-8869-fbbe0d0a613d,114780,1,1,2012-11-30,13,31-45
35,unemployed,married,university_degree,no,no,no,telephone,360,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,6,2016,47cae5c6-3951-4d9c-b382-64cd2cce7dcc,11818,1,1,2012-09-29,6,31-45
58,services,married,high_school,unknown,yes,yes,telephone,136,13,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,10,2016,bf7a94b8-a3d7-4953-b55b-d57bd4534c25,109391,1,1,2012-06-14,27,46-60
35,entrepreneur,divorced,high_school,no,no,no,telephone,106,2,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,4,2016,820d0233-8e39-4f30-8d28-d145312577b5,142740,0,1,2012-02-02,18,31-45
37,blue-collar,married,basic_9y,no,yes,no,telephone,28,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2015,4caea723-8131-4d7e-8069-ca4e3d0f2a59,43830,1,0,2012-02-29,18,31-45
33,blue-collar,married,professional_course,no,yes,no,telephone,862,11,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",yes,8,2019,8618aa2a-13fd-4268-92d4-1d43dbe30e67,83394,0,1,2012-12-09,19,31-45
40,administrative,single,high_school,no,no,no,telephone,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2018,f6583b26-042b-439a-867a-3b4e41102bee,10889,0,1,2012-12-24,30,31-45
35,blue-collar,married,high_school,no,no,no,telephone,107,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,5,2015,7b68eec9-a472-4a86-b744-dc90c2aef76b,163844,2,1,2012-04-21,11,31-45
42,blue-collar,married,basic_4y,unknown,no,no,telephone,94,1,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,1,2016,32da01d0-b01f-4e9d-8ce1-8b3bf85bd9b1,69987,1,1,2012-04-27,25,31-45
26,entrepreneur,married,university_degree,no,yes,no,telephone,168,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2015,581e479a-5174-43e6-8a6d-db9d0c6a7ac1,166307,0,1,2012-06-07,26,18-30
47,blue-collar,single,basic_4y,unknown,yes,no,telephone,44,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2015,c250ce0e-b1e2-48ac-9c78-56ed20764844,11243,2,1,2012-01-02,30,46-60
28,administrative,married,high_school,no,no,yes,telephone,260,2,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,11,2015,5962bf8d-c7aa-47b9-bec9-6dbb283317cb,67173,1,0,2012-06-08,17,18-30
38,administrative,married,university_degree,no,no,no,telephone,460,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",yes,8,2019,d5368419-e171-42e3-8093-cc84e8f73930,65244,0,1,2012-11-28,27,31-45
35,management,single,unknown,no,no,no,telephone,712,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",yes,9,2015,2ffbb3e6-557e-4176-8a24-6d578fc47aae,95771,2,0,2012-08-27,20,31-45
36,blue-collar,married,basic_9y,unknown,yes,no,telephone,1567,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,2,2016,8bd64a96-c258-426a-a6cc-33d0c3c7bfd8,112683,1,2,2012-01-18,10,31-45
35,technician,single,university_degree,no,no,no,telephone,78,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,2,2018,ae3f0ed6-a1e7-4c2b-b110-236d162b4c3a,174904,1,1,2012-08-15,23,31-45
38,housemaid,married,basic_9y,no,yes,yes,telephone,173,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,5,2018,5300b897-12a7-4e96-973c-64a057bb6059,9874,0,1,2012-01-23,18,31-45
44,blue-collar,married,basic_9y,unknown,yes,yes,telephone,175,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2015,e4720daa-a89d-4441-b395-dcd0efb0b19d,141391,2,1,2012-08-13,7,31-45
35,blue-collar,married,basic_9y,no,no,no,telephone,968,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,11,2019,c9166690-2997-45e0-af7c-92080227c92e,100273,0,0,2012-08-26,32,31-45
32,unemployed,single,high_school,unknown,yes,no,telephone,219,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2019,1119494d-0f9e-4cfd-8478-2be991d3dffe,19424,0,0,2012-05-28,11,31-45
41,unknown,married,basic_6y,no,no,yes,telephone,220,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,3,2015,a2c0bc0a-6c6b-4537-830c-4923fb708c9f,177115,0,1,2012-07-08,5,31-45
32,blue-collar,married,basic_6y,no,no,no,telephone,642,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",yes,3,2015,005c25bf-e249-4191-bf72-5a57636db576,42799,1,1,2012-04-17,11,31-45
35,administrative,married,high_school,unknown,no,no,telephone,238,3,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,6,2016,0c424087-e922-4448-b262-caec2f55b061,6243,2,2,2012-02-07,27,31-45
52,entrepreneur,married,university_degree,unknown,no,yes,telephone,60,3,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,7,2017,d798f8ba-a522-4089-993f-d84e522bc448,175721,2,1,2012-08-13,3,46-60
35,retired,single,basic_6y,unknown,yes,no,telephone,133,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,5,2017,88195c0b-177a-4408-84f1-c69ec1f8752d,104400,1,1,2012-07-19,22,31-45
44,technician,married,professional_course,unknown,no,no,telephone,45,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2016,265f2884-de41-4359-8c80-1e7dc5e070e5,143120,0,1,2012-11-08,18,31-45
33,administrative,single,university_degree,no,yes,no,telephone,136,1,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,2,2019,6781d8b6-22d0-48d8-b37c-950a2d2cce66,148473,0,2,2012-03-18,4,31-45
47,administrative,married,high_school,unknown,unknown,unknown,telephone,136,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2018,33f9a8cf-87cd-43ea-b345-c089db1a8302,170965,1,0,2012-01-28,29,46-60
30,administrative,divorced,university_degree,unknown,yes,no,telephone,40,1,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,10,2015,10edcd30-7823-4192-b07f-23ddaa2973b7,26759,1,0,2012-08-22,14,18-30
46,self-employed,single,high_school,no,no,no,telephone,464,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,12,2015,c30c3e18-6264-408b-9a92-47b3ffc0cefe,157877,2,0,2012-10-10,14,46-60
43,blue-collar,married,basic_9y,no,unknown,unknown,telephone,37,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2015,521330d9-cdfb-42e1-9c03-894b840019f8,148046,2,1,2012-09-12,30,31-45
33,services,married,high_school,unknown,no,no,telephone,78,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2016,3c08e202-a888-46f5-a254-3c6a76ee27ed,126327,1,1,2012-03-15,18,31-45
40,blue-collar,married,basic_9y,no,no,yes,telephone,176,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2015,1a8cf6ab-c35b-4810-9b73-34d91617e164,144051,2,0,2012-03-09,1,31-45
40,blue-collar,married,basic_4y,unknown,no,yes,telephone,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,6,2018,c40660d7-ccdd-481e-acce-0b521f0d8967,162138,2,2,2012-05-14,21,31-45
46,administrative,married,university_degree,no,yes,no,telephone,193,7,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,11,2015,aada1935-c33a-40aa-9d96-bb1949f8d767,43708,2,1,2012-06-18,21,46-60
31,administrative,married,high_school,no,yes,yes,telephone,118,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2016,0620acbc-bcd6-4fca-b1a5-00608154ca84,57382,0,2,2012-09-25,1,31-45
36,entrepreneur,married,university_degree,unknown,unknown,unknown,telephone,217,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2019,e6ed60c0-ad73-402d-91dd-44236d17124b,67856,0,1,2012-12-17,20,31-45
46,entrepreneur,married,unknown,unknown,yes,no,telephone,86,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,12,2016,e3b00ae2-a5f8-413e-ae97-5bcc6411110d,77530,1,0,2012-11-24,17,46-60
48,blue-collar,married,basic_6y,no,unknown,unknown,telephone,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2019,6663cb3b-59de-45a1-b951-d226e7357b6d,172202,1,2,2012-01-15,29,46-60
30,blue-collar,married,basic_9y,no,yes,no,telephone,185,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,12,2017,051e02a7-c9af-4a73-94ff-43ed4fa457aa,90524,0,2,2012-05-04,13,18-30
50,management,married,university_degree,unknown,no,no,telephone,442,2,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,10,2019,dddba851-30f6-42a4-9a08-197ff0bc1f6f,169622,0,0,2012-07-09,16,46-60
40,blue-collar,married,professional_course,unknown,no,no,telephone,554,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",yes,5,2016,6d5102f1-5637-4d43-a9c2-3db9411d78c2,69694,1,2,2012-10-08,12,31-45
58,services,married,basic_4y,no,no,no,telephone,247,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2017,d0cd1318-bc45-4fa6-9dbe-813ab9ac676d,132566,1,2,2012-03-30,6,46-60
58,services,married,basic_4y,no,unknown,unknown,telephone,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2017,a5420c19-a9b8-4963-865d-e0f3fb8120c5,128012,0,1,2012-07-15,14,46-60
48,blue-collar,married,basic_6y,no,no,no,telephone,800,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2015,c8d98f09-517f-45bc-aa24-91f9b5a89787,17983,0,0,2012-12-14,1,46-60
27,self-employed,single,university_degree,no,no,no,telephone,46,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2016,898734af-f83f-45bd-b532-7456de51f673,166096,1,2,2012-02-01,30,18-30
51,administrative,married,basic_9y,no,no,yes,telephone,434,1,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,1,2015,66257b35-5f01-4cd8-8a5d-d730b536b016,35373,2,2,2012-12-04,14,46-60
39,blue-collar,married,basic_9y,unknown,no,no,telephone,250,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2016,708c5953-f417-4132-b372-266efee6539c,128878,2,0,2012-08-09,22,31-45
35,administrative,married,university_degree,no,no,no,telephone,230,2,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,7,2019,10afed8c-2717-47b8-b900-1c080d2f3c42,119786,1,0,2012-10-10,6,31-45
58,housemaid,married,high_school,unknown,unknown,unknown,telephone,153,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,11,2019,bfbe4b5c-cfee-4c41-8dcd-3bbc04f4936b,71534,2,0,2012-10-04,3,46-60
34,blue-collar,married,basic_4y,no,no,no,telephone,78,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2018,6499d81a-e427-478a-84e8-d3e4c19c08f2,56408,1,2,2012-04-02,27,31-45
51,technician,married,basic_6y,unknown,no,no,telephone,527,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,11,2017,f2da66cc-1419-4c2b-83c6-ee914d2163b5,88964,0,1,2012-03-24,2,46-60
42,technician,married,basic_9y,no,no,no,telephone,100,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2019,20d73e34-e004-4282-825d-969bb3c3c716,142453,2,1,2012-10-03,14,31-45
51,administrative,married,high_school,no,no,no,telephone,308,4,999,0,nonexistent,1.4,,-41.8,4.967,"5228,1",no,10,2019,bbdfc0c6-b316-4085-9f83-51bbf034ae18,100851,0,1,2012-06-04,14,46-60
48,self-employed,married,university_degree,no,no,no,telephone,467,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",yes,3,2017,15db66b6-91ac-4e5d-98f0-d3fe1db22d3e,78334,0,1,2012-05-09,8,46-60
47,services,married,high_school,no,no,no,telephone,341,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2016,673237b6-e37d-4ac7-9c05-feb0e41f161a,152169,1,2,2012-03-20,28,46-60
46,technician,divorced,university_degree,no,no,no,telephone,1288,3,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,12,2017,ac127511-ba13-4bcf-a6d8-cdcd9cd42f36,24776,1,2,2012-02-08,32,46-60
34,administrative,married,university_degree,no,no,no,telephone,178,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,8,2016,0db11aea-e090-4344-8fcb-07d1ddc0f457,126092,0,0,2012-04-20,9,31-45
31,technician,married,professional_course,no,no,no,telephone,163,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2016,678eaad5-d8a5-46c4-9010-d7e049cdb011,144943,0,2,2012-09-25,23,31-45
37,blue-collar,married,basic_9y,no,yes,no,telephone,172,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,8,2017,b9481f06-ec4f-48f3-94e6-be3b14968308,91334,0,1,2012-05-25,20,31-45
58,management,married,basic_4y,unknown,no,no,telephone,301,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2015,1c8c0f17-ad88-436b-910d-6ac5b3f70a98,160085,0,0,2012-12-17,23,46-60
37,technician,married,professional_course,no,no,no,telephone,140,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,8,2018,373627c8-0fd1-4a1a-9216-b1c144dc19fd,132461,1,1,2012-01-17,2,31-45
35,blue-collar,married,basic_9y,no,no,no,telephone,311,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,12,2017,16d13e89-839d-416e-b93c-94bccd893097,107865,2,1,2012-03-04,23,31-45
39,unemployed,married,university_degree,no,no,no,telephone,212,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,3,2019,e9185ae1-0429-4796-a547-e0a15a6797db,98880,2,2,2012-05-20,7,31-45
45,unemployed,married,basic_4y,no,yes,yes,telephone,264,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2019,5c439ed6-9f81-4934-9ce6-43412d66f958,112196,2,2,2012-12-18,9,31-45
41,blue-collar,married,basic_9y,unknown,yes,no,telephone,326,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,11,2017,15afca05-774c-4d9a-b6c9-536e243975ff,104714,1,1,2012-07-22,29,31-45
29,administrative,married,high_school,no,no,no,telephone,319,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2016,2f9468b1-0b35-4300-b7d5-d2f9085a4a8f,112328,0,2,2012-06-01,21,18-30
33,technician,married,university_degree,no,yes,no,telephone,186,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2018,f9b79010-ac0b-4e10-a9c2-02868114c032,49930,1,1,2012-10-09,10,31-45
46,blue-collar,married,basic_4y,no,no,no,telephone,473,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2019,fa95ae15-c7df-40c2-b2fc-fa29d09c89de,148999,2,2,2012-03-20,17,46-60
34,unemployed,married,basic_6y,unknown,no,yes,telephone,152,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2015,2fa3e0f8-f0d8-4f63-939c-88af223fd44e,167170,0,2,2012-07-21,10,31-45
51,blue-collar,married,basic_4y,no,yes,yes,telephone,18,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2016,18b26045-1e8c-4f67-b5db-c3989fc1c959,75931,0,2,2012-05-15,19,46-60
45,entrepreneur,married,university_degree,unknown,no,no,telephone,13,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2018,22d6ef91-31ba-4f7f-a063-dbec7ce4ab90,16598,0,0,2012-08-24,22,31-45
41,technician,divorced,basic_4y,no,no,no,telephone,639,2,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,9,2015,2f8dc61e-1dd5-43ec-bb4c-335cfb77fd83,97712,1,1,2012-08-26,4,31-45
47,administrative,divorced,university_degree,no,yes,no,telephone,2653,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",yes,10,2019,080b963b-9764-4996-b8b6-7fd8897ea9d2,143936,0,0,2012-07-18,26,46-60
31,housemaid,single,university_degree,no,no,yes,telephone,129,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,2,2018,d10be458-48f8-4c12-9efc-cb63ef2b973d,53175,1,1,2012-10-08,31,31-45
34,blue-collar,married,basic_4y,no,yes,yes,telephone,426,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,12,2019,90bd945c-be74-4af3-9fec-9197bc2a20a0,121128,1,2,2012-12-23,1,31-45
57,management,single,basic_9y,no,no,no,telephone,229,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2017,96d258f9-ad91-4702-ab91-4586bd795e02,171443,2,2,2012-06-23,13,46-60
37,entrepreneur,married,university_degree,unknown,yes,no,telephone,460,8,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,5,2018,4f98ee90-e075-4b5b-90b9-32f5f7bbff9a,83539,2,1,2012-08-12,19,31-45
47,blue-collar,married,basic_4y,no,yes,no,telephone,252,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2017,e39dc281-6d52-41a1-a701-d10415b72fa5,64743,2,1,2012-07-14,2,46-60
32,housemaid,married,high_school,no,yes,yes,telephone,292,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2016,10b398f9-be2f-4c22-b02a-a426a92e5105,171768,2,1,2012-01-07,1,31-45
43,administrative,married,high_school,no,yes,no,telephone,44,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2019,517f4f11-d5db-4f04-88c2-6b7e5cf95301,177665,0,1,2012-09-03,15,31-45
48,management,married,basic_9y,no,yes,no,telephone,384,2,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,8,2016,141ecadf-7726-4169-8093-f223306cb1cf,150821,1,2,2012-01-15,2,46-60
34,administrative,married,university_degree,no,no,no,telephone,94,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,5,2018,ac08bb97-f050-40ad-bb2a-03cf40789005,76617,2,1,2012-11-30,1,31-45
31,blue-collar,married,basic_4y,no,no,no,telephone,72,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,3,2018,b9c9382d-a40a-48cb-b7c0-e8311f1dc5db,44193,1,0,2012-01-19,21,31-45
44,administrative,married,high_school,no,no,no,telephone,36,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2017,26e9f8d2-71c0-442c-8e72-42a3947715bb,71946,2,2,2012-04-13,17,31-45
37,entrepreneur,married,university_degree,no,yes,no,telephone,316,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,11,2017,fedd500c-f19f-4334-9475-86e100e47ba6,100523,0,1,2012-03-14,28,31-45
49,retired,married,basic_9y,no,no,no,telephone,217,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2015,332d944a-731d-4e25-b60d-dd1443a6fd75,173916,1,2,2012-08-23,21,46-60
32,administrative,single,high_school,no,no,yes,telephone,180,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,6,2017,7b6595b3-746a-4edf-ae66-24a83bd0d5c5,153255,1,2,2012-09-12,20,31-45
32,technician,married,university_degree,no,yes,no,telephone,562,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,10,2018,71c7e156-6234-409c-be7b-3ee4655779b9,95718,2,1,2012-09-25,8,31-45
31,management,married,university_degree,no,yes,no,telephone,422,5,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,11,2017,c420f2e6-3841-4e0c-b3b7-cc30985e933f,69362,1,2,2012-08-07,2,31-45
42,blue-collar,single,basic_6y,unknown,no,yes,telephone,198,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2017,3fe3bb8e-bb14-415e-9b19-985bab88a463,30405,2,0,2012-10-09,11,31-45
29,administrative,single,high_school,no,yes,no,telephone,17,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,12,2016,6726cc50-4999-4018-bc7f-c05727a26727,45306,2,2,2012-04-07,17,18-30
46,self-employed,married,professional_course,no,yes,no,telephone,174,2,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,7,2019,56ff198b-4994-40bd-ac94-0d5f2f1a03f3,97078,0,1,2012-09-07,2,46-60
55,unemployed,married,basic_4y,unknown,yes,yes,telephone,95,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,2,2015,c67b6465-3b62-41fa-b248-0bd32e7aa55a,60878,1,2,2012-05-22,13,46-60
38,blue-collar,married,basic_9y,no,unknown,unknown,telephone,144,4,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,5,2018,e2a22b6d-b8bc-4f5f-89de-99671eae8135,158221,0,2,2012-06-21,3,31-45
53,administrative,married,basic_9y,no,no,no,telephone,122,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,9,2019,207a8fdc-be2d-492d-9551-5da828639f1e,147772,0,0,2012-04-12,3,46-60
38,technician,single,professional_course,no,unknown,unknown,telephone,59,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,5,2016,2edf37c1-1d5c-4d87-b0ef-c2e07aa89490,82080,1,0,2012-09-01,8,31-45
29,services,single,high_school,unknown,yes,no,telephone,334,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,6,2018,30741a2c-8eb6-425d-9a40-7d8936be6b1a,39502,1,2,2012-12-12,10,18-30
30,blue-collar,married,basic_4y,unknown,no,yes,telephone,49,8,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,6,2015,f38f2aaf-c213-4e0c-9658-ed41c810dc67,41260,1,2,2012-05-04,8,18-30
34,services,married,high_school,no,yes,yes,telephone,165,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2017,598ffbf3-9cb5-4604-8d18-ebe813b7906f,132214,2,2,2012-11-26,6,31-45
57,retired,married,university_degree,no,yes,no,telephone,59,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,12,2018,77ec76c8-07b4-4773-8aac-e9d93066e5c4,20325,2,0,2012-02-18,26,46-60
29,services,divorced,high_school,no,no,no,telephone,103,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,3,2016,fb02811d-eb56-471d-ab91-04f65a48e880,138962,0,1,2012-01-19,14,18-30
49,housemaid,married,basic_4y,unknown,yes,no,telephone,190,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,,,cd2797a1-23b4-45d9-b8c8-7bd3621608a9,158240,1,1,2012-04-24,3,46-60
27,blue-collar,single,basic_6y,no,yes,yes,telephone,187,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,8,2016,e7ecf4c1-23c1-437e-a9c0-7dae56978c34,22873,0,0,2012-05-30,22,18-30
46,blue-collar,married,professional_course,no,no,no,telephone,286,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,4,2018,23dd62b5-edd3-46d7-baa2-9987e928215b,9406,2,2,2012-02-25,3,46-60
28,blue-collar,married,basic_9y,unknown,no,no,telephone,167,4,999,0,nonexistent,1.4,94.465,-41.8,,"5228,1",no,9,2018,49955307-335c-440e-8868-7fafeb13aebb,172294,1,2,2012-01-10,22,18-30
36,technician,married,high_school,no,no,no,telephone,52,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2016,dc2848dc-5507-4e11-ab05-78f2f0cd9576,15162,0,2,2012-03-31,28,31-45
46,technician,married,professional_course,no,no,yes,telephone,197,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,2,2017,d62cd0b5-b8f4-4aab-bf16-40e527077201,147625,1,1,2012-03-28,9,46-60
37,housemaid,married,university_degree,no,yes,no,telephone,262,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,1,2018,2f3dd4f3-0b91-49d9-80be-e95cf765abed,31716,1,1,2012-07-24,29,31-45
56,technician,married,professional_course,unknown,no,yes,telephone,168,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,2,2016,4af6dfdb-6e43-4f47-b13d-06428da5df33,105570,2,1,2012-09-09,30,46-60
38,blue-collar,married,basic_9y,unknown,unknown,unknown,telephone,430,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,"5228,1",no,7,2017,7c75ec0c-92dc-44a6-b12a-faadc3766eef,81452,2,2,2012-10-17,27,31-45
